Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
cell_line_2_72h_rep1	(1, 0.0)	(2, 0.006805534144173997)	(3, 0.004979659129883411)	(4, 0.006629171216657292)	(5, 9.336860868531398e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0017013835360434992)	(10, 0.0)	(12, 0.00011930433332012341)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 1.7378334569319107e-05)	(52, 5.881306760491546e-06)	(54, 0.0030547770033751693)	(56, 0.00042702788833733155)	(58, 0.0)	(60, 0.0)	(62, 0.0021425837022008027)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 1.4243036045563472e-05)	(72, 0.00033720172125351663)	(74, 0.000602878685435084)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_72h_rep2	(1, 0.0)	(2, 0.03723657349545205)	(3, 0.002156061891635736)	(4, 3.956076865386672e-05)	(5, 0.0)	(6, 6.923134514426675e-05)	(7, 7.912153730773344e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 8.406663338946676e-05)	(22, 6.923134514426675e-05)	(24, 4.94509608173334e-06)	(26, 0.0001631881706972002)	(28, 0.004648390316829339)	(30, 0.0007425497753390904)	(32, 0.002694477653135815)	(34, 2.495924654224582e-05)	(36, 1.0037392297525974e-05)	(38, 0.000757840848773667)	(40, 0.005585631860729271)	(42, 0.00087238800616337)	(44, 0.0)	(46, 0.00029819050156531705)	(48, 0.00021147403109471859)	(50, 7.483431548917989e-05)	(52, 0.0)	(54, 0.0004778228151716543)	(56, 0.002888718800233663)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 3.654494580658624e-05)	(68, 3.1073035180517556e-05)	(70, 0.0)	(72, 0.0)	(74, 6.677931446626266e-06)	(76, 0.00017774936218743287)	(78, 0.0006249776605597454)	(80, 0.00039018110689611145)	(82, 0.00011129767074008721)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00039248687963289164)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_72h_rep3	(1, 0.0)	(2, 0.03849114481360695)	(3, 0.002494475631484879)	(4, 6.929098976346885e-05)	(5, 0.0)	(6, 5.196824232260164e-05)	(7, 0.00019055022184953936)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 9.816223549824754e-05)	(22, 3.4645494881734426e-05)	(24, 2.887124573477869e-06)	(26, 0.00015590472696780494)	(28, 0.004596302320976767)	(30, 0.0007718397253707534)	(32, 0.0028590447362051817)	(34, 4.087583483418207e-05)	(36, 5.875553198022477e-06)	(38, 0.000713393127123251)	(40, 0.005525752170612527)	(42, 0.0009973623532231392)	(44, 0.0)	(46, 0.00040927988281670724)	(48, 0.00027699925770423636)	(50, 9.762406641081813e-05)	(52, 0.0)	(54, 0.0006547516559382475)	(56, 0.00323762564984713)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 3.535443064199615e-06)	(66, 5.410990132193735e-05)	(68, 5.1553033286578415e-05)	(70, 0.0)	(72, 0.0)	(74, 3.960130357987072e-06)	(76, 0.00022301463150339553)	(78, 0.0006874420830045069)	(80, 0.0004546407497420557)	(82, 0.00011451549024609907)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00043500136291996786)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_0h_rep1	(1, 0.0)	(2, 0.006642443502609769)	(3, 0.005300901965510635)	(4, 0.006395889922818577)	(5, 0.0001087736381431731)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0019941833659581736)	(10, 0.0)	(12, 0.00013415415370991347)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 4.359786877922174e-06)	(52, 4.4675378425026715e-06)	(54, 0.002961555968395231)	(56, 0.0005021325950278831)	(58, 0.0)	(60, 5.0103830167255605e-06)	(62, 0.0020345800312614507)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 5.803207095975934e-06)	(72, 0.0004319841029850101)	(74, 0.000662211940126881)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_0h_rep2	(1, 0.0)	(2, 0.038439568169500934)	(3, 0.002404215195518097)	(4, 4.8781177880077326e-05)	(5, 0.0)	(6, 8.362487636584685e-05)	(7, 0.00014634353364023197)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 8.362487636584685e-05)	(22, 3.135932863719257e-05)	(24, 0.0)	(26, 0.00012195294470019333)	(28, 0.004536649542847191)	(30, 0.0007677758608198255)	(32, 0.002619758244776023)	(34, 1.4131661011411457e-05)	(36, 0.0)	(38, 0.0006399808092046786)	(40, 0.005391240543729527)	(42, 0.0010114513580352805)	(44, 0.0)	(46, 0.0004380653403155913)	(48, 0.0002719629315290419)	(50, 7.385401215225013e-05)	(52, 0.0)	(54, 0.0007006153738366866)	(56, 0.003175951449111048)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 2.7422054068155412e-05)	(68, 5.1452857979400425e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00012999061935694474)	(78, 0.0006162883951019542)	(80, 0.00039832123091439675)	(82, 0.00010823084157454228)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00040133667482301216)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_0h_rep3	(1, 0.0)	(2, 0.03761279303728047)	(3, 0.002546118223035492)	(4, 2.79026654579232e-05)	(5, 0.0)	(6, 9.76593291027312e-05)	(7, 0.0001255619945606544)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0001290498277428948)	(22, 4.88296645513656e-05)	(24, 0.0)	(26, 0.0001639281595652988)	(28, 0.004558597969188203)	(30, 0.0009673670089504498)	(32, 0.0026355181872688327)	(34, 5.2885069145288785e-05)	(36, 3.5480410254306906e-06)	(38, 0.0007367043374111587)	(40, 0.005283364955277743)	(42, 0.0010932374879880531)	(44, 0.0)	(46, 0.0004248194107590807)	(48, 0.00027532800806220756)	(50, 9.54831030618261e-05)	(52, 0.0)	(54, 0.0007249028679403079)	(56, 0.0032397694855895616)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 2.2020073058198393e-05)	(68, 4.947165175411186e-05)	(70, 0.0)	(72, 4.725556010101538e-06)	(74, 0.0)	(76, 0.00019348488756518767)	(78, 0.0005560470421919313)	(80, 0.00033102305512526937)	(82, 9.179691433852143e-05)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0003466227033537913)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_24h_rep1	(1, 0.0)	(2, 0.03732224935708309)	(3, 0.002451559516592713)	(4, 4.5738050682699867e-05)	(5, 0.0)	(6, 6.403327095577981e-05)	(7, 0.0001646569824577195)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00010519751657020969)	(22, 3.201663547788991e-05)	(24, 0.0)	(26, 0.00016923078752598952)	(28, 0.004450312331426697)	(30, 0.0007373153368551055)	(32, 0.002725155375286118)	(34, 3.7008204904068256e-05)	(36, 0.0)	(38, 0.0007880405095976533)	(40, 0.005402560349582114)	(42, 0.0009743661461640925)	(44, 0.0)	(46, 0.0004682641302359612)	(48, 0.0003011120264587631)	(50, 9.995981115792396e-05)	(52, 5.0669727118184606e-06)	(54, 0.0006902368826017809)	(56, 0.003380788243620754)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 1.73082827864166e-05)	(68, 4.721526157786086e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00021721146813362955)	(78, 0.000603831958315241)	(80, 0.0003714836531422085)	(82, 0.0001227774394577224)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0003981230278086394)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_24h_rep2	(1, 0.0)	(2, 0.006421376296373504)	(3, 0.005015084547087198)	(4, 0.0061318456421086765)	(5, 0.00017578646866078836)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0017475243060984253)	(10, 0.0)	(12, 0.00011374418560403953)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 1.1172832943857687e-05)	(52, 1.6943934384952973e-05)	(54, 0.0030466777954399824)	(56, 0.0004995031105684985)	(58, 0.0)	(60, 0.0)	(62, 0.0020924676622769323)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00033400834192514125)	(74, 0.0004913685651874107)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_24h_rep3	(1, 0.0)	(2, 0.038046892310715806)	(3, 0.002517097201217839)	(4, 2.4202857704017686e-05)	(5, 0.0)	(6, 4.840571540803537e-05)	(7, 0.00013311571737209727)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00010286214524207517)	(22, 3.630428655602653e-05)	(24, 0.0)	(26, 0.00011496357409408402)	(28, 0.004695354394579431)	(30, 0.0008423056559976435)	(32, 0.002743507307057362)	(34, 6.745381176891182e-05)	(36, 0.0)	(38, 0.0005793159176018414)	(40, 0.005841891473520179)	(42, 0.0012078174522502083)	(44, 0.0)	(46, 0.0004491988051051379)	(48, 0.0002969422862972353)	(50, 0.00010037380543461256)	(52, 6.795491055774672e-06)	(54, 0.0007266333905482158)	(56, 0.0032953853596824913)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 2.3529675666166294e-05)	(68, 6.432969741883522e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00014490729646275856)	(78, 0.0005799950719128406)	(80, 0.0003485551228308253)	(82, 6.991556297459558e-05)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0004714881119576811)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_72h_rep1	(1, 0.0)	(2, 0.03784120313624779)	(3, 0.002553551625518006)	(4, 5.6745591678177915e-05)	(5, 0.0)	(6, 7.295861787194304e-05)	(7, 0.00014591723574388607)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00012565095300167968)	(22, 5.2692335129736634e-05)	(24, 4.05325654844128e-06)	(26, 0.00015402374884076862)	(28, 0.00455991361699644)	(30, 0.0007954651990063179)	(32, 0.002790152621348388)	(34, 3.6889916104542905e-05)	(36, 4.12396285942553e-06)	(38, 0.000673438632530478)	(40, 0.0054618462978561245)	(42, 0.0009777747151183526)	(44, 0.0)	(46, 0.00040653451469380077)	(48, 0.0003195236663738721)	(50, 7.977150957876344e-05)	(52, 8.99148775853899e-06)	(54, 0.0007033132447584895)	(56, 0.003261021649281674)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 2.5450111952497466e-05)	(68, 6.240933743542973e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00018417425186404487)	(78, 0.0006387548916500186)	(80, 0.00035926788755231764)	(82, 7.508684732478703e-05)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0004400810845791115)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_72h_rep2	(1, 0.0)	(2, 0.0378808816635435)	(3, 0.0025633679321194853)	(4, 2.1097678453658317e-05)	(5, 0.0)	(6, 5.274419613414579e-05)	(7, 0.0001476837491756082)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 8.966513342804784e-05)	(22, 7.38418745878041e-05)	(24, 5.274419613414579e-06)	(26, 8.966513342804784e-05)	(28, 0.004404140377201174)	(30, 0.00076061766802863)	(32, 0.0027041461679725284)	(34, 4.273082671811173e-05)	(36, 1.6131560403149204e-05)	(38, 0.0007105220009883306)	(40, 0.005356204875822304)	(42, 0.0011663796322476882)	(44, 0.0)	(46, 0.0004690360484153702)	(48, 0.00024596543750873395)	(50, 8.109050041584946e-05)	(52, 5.8743496580922895e-06)	(54, 0.0006029817267283232)	(56, 0.0030426713707216307)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 4.6604549016767185e-05)	(68, 4.081657642801895e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00014299196385163154)	(78, 0.0006264217744208788)	(80, 0.0004059909295257859)	(82, 0.00013078754291159718)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0003848515665054483)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_3_72h_rep3	(1, 0.0)	(2, 0.006898764652354998)	(3, 0.00438302035104321)	(4, 0.006805010206343379)	(5, 0.00017188315102130235)	(6, 0.0)	(7, 7.812870500968288e-06)	(8, 0.0)	(9, 0.0018594631792304527)	(10, 0.0)	(12, 0.0001250059280154926)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 8.283104930166178e-06)	(50, 1.6721389503992168e-05)	(52, 4.2237458399799255e-06)	(54, 0.0032251773943808943)	(56, 0.0006197720010500585)	(58, 0.0)	(60, 4.452794919182885e-06)	(62, 0.0020459401637023117)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00034892499697681417)	(74, 0.0005650680433556856)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
